"adverts"	"sales"	"standardized.residuals"	"cooks.distance"	"leverage"	"covariance.ratios"
10.256	330	2.97207024799737	0.0571594135974004	0.0127765930962042	0.933989365140003
985.685	120	-1.65662565604204	0.0109780658804355	0.00793681751089392	0.990227935449518
1445.563	360	1.33010827158496	0.0177933229587478	0.0197180549489692	1.01216413789673
1188.193	270	0.329994831057455	0.000662111547972699	0.0120142745863986	1.02133782912059
574.513	220	0.46540426574865	0.000547934337897069	0.00503391723154342	1.01306880623244
568.954	170	-0.286067719637231	0.000207434613930025	0.00504402672125616	1.01446016135284
471.814	70	-1.66372322419178	0.00756060180544336	0.00543323072055951	0.987496855327716
537.352	210	0.367769948713283	0.000348479390998472	0.00512651782190626	1.01399668012005
514.068	200	0.249859487245842	0.000163623970236051	0.00521452398155257	1.0148330009437
174.093	300	2.27015780276748	0.0237449331287965	0.0091307239988586	0.967106234897771
1720.806	290	-0.14704201531425	0.000346775406962743	0.0310801597133978	1.04235397104766
611.479	70	-1.86731059039923	0.00876124954661482	0.00500018331181704	0.979811395463776
251.192	150	-0.126049527830819	0.0000625394178339614	0.00781080644698191	1.01796707860331
97.972	190	0.707555727742426	0.00270286263334605	0.0106823894690072	1.01592866546381
406.814	240	1.01458154363266	0.0030641609972817	0.00591820197027243	1.00565345193102
265.398	100	-0.907375555359133	0.00315062481650159	0.00759523777505626	1.00946150441667
1323.287	250	-0.173209424763189	0.000239362214174387	0.0157060638993715	1.02598614877218
196.65	210	0.866886789165691	0.00330469631758645	0.00871834104375261	1.01134173009004
1326.598	280	0.280160727246218	0.000630281273385759	0.0158063088643872	1.02558807402473
1380.689	230	-0.563481497954595	0.00282937705076023	0.0175101384063995	1.02488672889349
792.345	210	-0.00461512912867614	0.0000000607769926889969	0.00567453203563665	1.01594283430718
957.167	230	0.0586047596004663	0.0000129819667378622	0.00750298227720742	1.01777938729438
1789.659	320	0.213276218344109	0.000810907922164453	0.0344271997392515	1.04571500566426
656.137	210	0.194291315804699	0.0000955541955464303	0.00503709182527879	1.01490507311865
613.697	230	0.560091965415435	0.000788200243743941	0.00500001089965189	1.01203982876131
313.362	250	1.30375976258492	0.00593168187626751	0.00693094018962357	0.999837973421481
336.51	60	-1.61903413317956	0.00876798300262037	0.00664541315309989	0.990188330858431
1544.899	330	0.726193899424423	0.00633074681587863	0.0234463822858937	1.02892881470314
68.954	150	0.140695280464235	0.000113514808102659	0.0113388994162972	1.02155943501752
785.692	150	-0.906673645258608	0.00232512801182263	0.00562503284306151	1.00747441949672
125.628	180	0.514549779463491	0.00134934825436011	0.0100900873875488	1.0177474402447
377.925	80	-1.3751657045938	0.00589081811853215	0.00619153362766453	0.997147829407715
217.994	180	0.378990290163467	0.000604580925862251	0.008348097633761	1.01720469556634
759.862	130	-1.17276571776114	0.00376895471683826	0.00545073029711612	1.00165240931857
1163.444	320	1.12819223972872	0.00735319719813745	0.0114222282286453	1.00875441788429
842.957	280	0.985435735176768	0.00298629476263379	0.00611284147386133	1.00644583300755
125.179	200	0.819821301380731	0.00342857982868076	0.0100994432492688	1.01356810719794
236.598	130	-0.409015810810105	0.000678076022564535	0.00804121765372778	1.01664681397765
669.811	190	-0.129514532917784	0.0000426997265318436	0.00506538688913396	1.01514902228077
612.234	150	-0.653092323530938	0.00107170414564545	0.00500010109001528	1.01088503608258
922.019	230	0.109968237827988	0.0000427218008928093	0.00701596288078549	1.01719123629202
50	310	2.607474003469	0.0405476887849548	0.0117870913244773	0.953230004629265
2000	340	0.211158784710629	0.00107260627462853	0.0459033511026444	1.0583027785277
1054.027	240	0.069146978397277	0.0000219973727474444	0.00911751627185146	1.01942387830481
385.045	180	0.134487339416247	0.0000556944731670266	0.0061208659009354	1.0162136122779
1507.972	220	-0.905485162947198	0.00922666899852318	0.0220113199953179	1.02437712042597
102.568	40	-1.5843553594836	0.0134230344308347	0.010581699980032	0.995258496816861
204.568	190	0.550864402296578	0.00131287693099281	0.00857872664234998	1.01579831526647
1170.918	290	0.660078317452431	0.00255635216156943	0.0115982706733956	1.01753879508175
689.547	340	2.12052407765369	0.0115712175324329	0.00512027419438276	0.96978188445504
784.22	250	0.615101413452314	0.00106808787067458	0.00561433578324857	1.01200285160202
405.913	190	0.255972773443462	0.000195305490482991	0.0059261894676927	1.01552779701118
179.778	120	-0.47830079443993	0.00104170440010253	0.009024748304746	1.01702343613898
607.258	230	0.569494990897708	0.000815064408007991	0.00500109048489538	1.01193217737354
1542.329	190	-1.41674819567567	0.0239883791852344	0.0233446253645956	1.01345984731444
1112.47	210	-0.473343168545258	0.00116417719892912	0.0102850636117281	1.01836711162503
856.985	170	-0.70711171792698	0.00157327195028494	0.00625364573815536	1.01140749706086
836.331	310	1.45107083045511	0.00640742991256469	0.00604924956642833	0.994825009696748
236.908	90	-1.01805773915926	0.00419827919903263	0.00803622900821492	1.00772840538348
1077.855	140	-1.48836891242718	0.0107090935175357	0.00957596821040877	0.997250207219073
579.321	300	1.67371802909899	0.0070756410526085	0.00502623545642468	0.986755640652428
1500	340	0.94487824143022	0.00990595297869411	0.0217091369696743	1.02330371335561
